"","title","dataset_citation","publication_citation","description","url","contact_name","contact_affiliation","email","orcid","dataset_license","project_identifier","publication_status","taxon","location_description","study_collection_area","geo_datum","gps_obfuscation_info","species_id_method","study_design","sampling_strategy","sampling_method","sampling_protocol","measurement_unit","value_transform","sample_start_date","sample_start_time","sample_end_date","sample_end_time","sample_value","sample_sex","sample_stage","sample_location","sample_collection_area","sample_lat_dd","sample_long_dd","sample_environment","additional_location_info","additional_sample_info","sample_name"
"1662735","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-07-16,NA,0,"female","adult","Walton County",NA,30.3139,-86.088,NA,NA,NA,NA
"1662762","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-07-16,NA,0,"female","adult","Walton County",NA,30.3295,-86.1582,NA,NA,NA,NA
"1662865","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-07-20,NA,0,"female","adult","Walton County",NA,30.274,-85.9961,NA,NA,NA,NA
"1662919","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-07-20,NA,0,"female","adult","Walton County",NA,30.3551,-86.2404,NA,NA,NA,NA
"1662994","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-07-20,NA,0,"female","adult","Walton County",NA,30.3708,-86.1198,NA,NA,NA,NA
"1663044","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-07-20,NA,0,"female","adult","Walton County",NA,30.4025,-86.3158,NA,NA,NA,NA
"1663169","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-07-20,NA,0,"female","adult","Walton County",NA,30.3295,-86.1582,NA,NA,NA,NA
"1663291","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-07-23,NA,0,"female","adult","Walton County",NA,30.3818,-86.2935,NA,NA,NA,NA
"1663317","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-07-23,NA,0,"female","adult","Walton County",NA,30.3892,-86.089,NA,NA,NA,NA
"1663342","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-07-23,NA,0,"female","adult","Walton County",NA,30.4095,-86.2297,NA,NA,NA,NA
"1663423","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-07-23,NA,0,"female","adult","Walton County",NA,30.4025,-86.3158,NA,NA,NA,NA
"1663528","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-07-23,NA,0,"female","adult","Walton County",NA,30.3612,-86.0957,NA,NA,NA,NA
"1663556","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-07-23,NA,0,"female","adult","Walton County",NA,30.3295,-86.1582,NA,NA,NA,NA
"1663583","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-07-27,NA,0,"female","adult","Walton County",NA,30.3904,-86.2179,NA,NA,NA,NA
"1663663","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-07-27,NA,0,"female","adult","Walton County",NA,30.274,-85.9961,NA,NA,NA,NA
"1663788","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-07-27,NA,0,"female","adult","Walton County",NA,30.4095,-86.2297,NA,NA,NA,NA
"1663817","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-07-27,NA,0,"female","adult","Walton County",NA,30.3708,-86.1198,NA,NA,NA,NA
"1663872","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-07-27,NA,0,"female","adult","Walton County",NA,30.4025,-86.3158,NA,NA,NA,NA
"1663950","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-07-27,NA,0,"female","adult","Walton County",NA,30.365,-86.2261,NA,NA,NA,NA
"1664078","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-07-30,NA,0,"female","adult","Walton County",NA,30.274,-85.9961,NA,NA,NA,NA
"1664131","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-07-30,NA,0,"female","adult","Walton County",NA,30.3818,-86.2935,NA,NA,NA,NA
"1664216","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-07-30,NA,0,"female","adult","Walton County",NA,30.3496,-86.2123,NA,NA,NA,NA
"1664242","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-07-30,NA,0,"female","adult","Walton County",NA,30.4025,-86.3158,NA,NA,NA,NA
"1664269","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-07-30,NA,0,"female","adult","Walton County",NA,30.3736,-86.3215,NA,NA,NA,NA
"1664298","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-07-30,NA,0,"female","adult","Walton County",NA,30.278,-86.001,NA,NA,NA,NA
"1664326","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-07-30,NA,0,"female","adult","Walton County",NA,30.365,-86.2261,NA,NA,NA,NA
"1664430","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-08-02,NA,0,"female","adult","Walton County",NA,30.3904,-86.2179,NA,NA,NA,NA
"1664509","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-08-02,NA,0,"female","adult","Walton County",NA,30.3818,-86.2935,NA,NA,NA,NA
"1664535","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-08-02,NA,0,"female","adult","Walton County",NA,30.3972,-86.3963,NA,NA,NA,NA
"1664561","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-08-02,NA,0,"female","adult","Walton County",NA,30.4095,-86.2297,NA,NA,NA,NA
"1664644","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-08-02,NA,0,"female","adult","Walton County",NA,30.4025,-86.3158,NA,NA,NA,NA
"1664674","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-08-02,NA,0,"female","adult","Walton County",NA,30.3736,-86.3215,NA,NA,NA,NA
"1664703","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-08-02,NA,0,"female","adult","Walton County",NA,30.3717,-86.2655,NA,NA,NA,NA
"1664780","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-08-02,NA,0,"female","adult","Walton County",NA,30.3295,-86.1582,NA,NA,NA,NA
"1664808","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-08-09,NA,0,"female","adult","Walton County",NA,30.3904,-86.2179,NA,NA,NA,NA
"1664961","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-08-09,NA,0,"female","adult","Walton County",NA,30.3551,-86.2404,NA,NA,NA,NA
"1664988","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-08-09,NA,0,"female","adult","Walton County",NA,30.3972,-86.3963,NA,NA,NA,NA
"1665012","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-08-09,NA,0,"female","adult","Walton County",NA,30.4095,-86.2297,NA,NA,NA,NA
"1665040","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-08-09,NA,0,"female","adult","Walton County",NA,30.3708,-86.1198,NA,NA,NA,NA
"1665092","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-08-09,NA,0,"female","adult","Walton County",NA,30.4025,-86.3158,NA,NA,NA,NA
"1665119","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-08-09,NA,0,"female","adult","Walton County",NA,30.3736,-86.3215,NA,NA,NA,NA
"1665173","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-08-09,NA,0,"female","adult","Walton County",NA,30.365,-86.2261,NA,NA,NA,NA
"1665247","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-08-09,NA,0,"female","adult","Walton County",NA,30.3295,-86.1582,NA,NA,NA,NA
"1665275","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-08-12,NA,0,"female","adult","Walton County",NA,30.3904,-86.2179,NA,NA,NA,NA
"1665303","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-08-12,NA,0,"female","adult","Walton County",NA,30.3776,-86.1523,NA,NA,NA,NA
"1665432","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-08-12,NA,0,"female","adult","Walton County",NA,30.3551,-86.2404,NA,NA,NA,NA
"1665459","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-08-12,NA,0,"female","adult","Walton County",NA,30.3972,-86.3963,NA,NA,NA,NA
"1665485","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-08-12,NA,0,"female","adult","Walton County",NA,30.4095,-86.2297,NA,NA,NA,NA
"1665514","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-08-12,NA,0,"female","adult","Walton County",NA,30.3708,-86.1198,NA,NA,NA,NA
"1665541","Mosquito surveillance in South Walton County, Florida, USA. 2015","DOI:10.5281/zenodo.1220173,https://southwaltonmosquitocontrol.org/",NA,"Mosquito surveillance from the South Walton County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Peter J Brabant;Peter J Brabant III",NA,NA,NA,"CC BY","VBP0000263","unpublished","Culex erraticus","Walton County",NA,NA,NA,NA,NA,NA,"light","new jersey trap catch",NA,NA,NA,NA,2015-08-12,NA,0,"female","adult","Walton County",NA,30.3496,-86.2123,NA,NA,NA,NA
